DATE;KURŞUNSUZ BENZİN (TL/LT);GAZ YAĞI (TL/LT);TP MOTORİN (TL/LT);MOTORİN (TL/LT);KALORİFER YAKITI (TL/KG);FUEL OIL (TL/KG);Y.K. FUEL OIL (TL/KG)
11.Kas.10;3,68 ;2,48 ;- ;3,11 ;1,89 ;- ;1,57 
12.Kas.10;3,68 ;2,53 ;- ;3,11 ;1,89 ;- ;1,57 
13.Kas.10;3,68 ;2,53 ;- ;3,11 ;1,89 ;- ;1,62 
23.Kas.10;3,68 ;2,48 ;- ;3,11 ;1,84 ;- ;1,55 
24.Kas.10;3,68 ;2,48 ;- ;3,07 ;1,84 ;- ;1,55 
27.Kas.10;3,75 ;2,57 ;- ;3,15 ;1,92 ;- ;1,63 
8.Ara.10;3,83 ;2,64 ;- ;3,23 ;1,92 ;- ;1,63 
10.Ara.10;3,83 ;2,64 ;- ;3,23 ;1,94 ;- ;1,63 
15.Ara.10;3,80 ;2,64 ;- ;3,23 ;1,94 ;- ;1,63 
18.Ara.10;3,80 ;2,64 ;- ;3,23 ;1,94 ;- ;1,69 
21.Ara.10;3,80 ;2,64 ;- ;3,23 ;1,96 ;- ;1,69 
23.Ara.10;3,80 ;2,71 ;- ;3,30 ;1,96 ;- ;1,69 
28.Ara.10;3,86 ;2,71 ;- ;3,30 ;1,99 ;- ;1,69 
1.Oca.11;3,86 ;2,71 ;- ;3,30 ;1,99 ;- ;1,69 
8.Oca.11;3,86 ;2,71 ;- ;3,30 ;1,99 ;- ;1,74 
13.Oca.11;3,95 ;2,79 ;- ;3,30 ;1,99 ;- ;1,74 
14.Oca.11;3,95 ;2,79 ;- ;3,30 ;2,05 ;- ;1,74 
15.Oca.11;3,95 ;2,79 ;- ;3,36 ;2,05 ;- ;1,74 
29.Oca.11;3,95 ;2,79 ;- ;3,36 ;2,05 ;- ;1,79 
3.Şub.11;3,95 ;2,83 ;- ;3,42 ;2,13 ;- ;1,85 
17.Şub.11;3,95 ;2,83 ;- ;3,42 ;2,13 ;- ;1,91 
23.Şub.11;4,02 ;2,83 ;- ;3,42 ;2,16 ;- ;1,91 
25.Şub.11;4,02 ;2,95 ;- ;3,50 ;2,26 ;- ;1,92 
1.Mar.11;4,07 ;2,95 ;- ;3,50 ;2,26 ;- ;1,98 
4.Mar.11;4,07 ;3,03 ;- ;3,62 ;2,33 ;- ;1,98 
8.Mar.11;4,15 ;3,03 ;- ;3,62 ;2,33 ;- ;1,98 
9.Mar.11;4,15 ;3,03 ;- ;3,62 ;2,33 ;- ;2,04 
16.Mar.11;4,15 ;2,98 ;- ;3,62 ;2,33 ;- ;2,04 
17.Mar.11;4,03 ;2,98 ;- ;3,62 ;2,33 ;- ;2,04 
22.Mar.11;4,03 ;2,98 ;- ;3,62 ;2,33 ;- ;2,02 
29.Mar.11;4,13 ;2,98 ;- ;3,58 ;2,33 ;- ;2,02 
7.Nis.11;4,13 ;2,98 ;- ;3,58 ;2,33 ;- ;2,09 
19.Nis.11;4,20 ;2,98 ;- ;3,58 ;2,33 ;- ;2,09 
20.Nis.11;4,20 ;2,98 ;- ;3,58 ;2,33 ;- ;2,04 
3.May.11;4,29 ;2,98 ;- ;3,58 ;2,33 ;- ;2,07 
10.May.11;4,19 ;2,89 ;- ;3,49 ;2,33 ;- ;2,07 
11.May.11;4,19 ;2,89 ;- ;3,49 ;2,23 ;- ;2,01 
18.May.11;4,19 ;2,89 ;- ;3,49 ;2,29 ;- ;2,09 
24.May.11;4,15 ;2,89 ;- ;3,49 ;2,25 ;- ;2,03 
28.May.11;4,22 ;2,98 ;- ;3,58 ;2,32 ;- ;2,09 
9.Haz.11;4,16 ;2,98 ;- ;3,58 ;2,32 ;- ;2,09 
16.Haz.11;4,16 ;2,98 ;- ;3,58 ;2,38 ;- ;2,13 
25.Haz.11;4,16 ;2,98 ;- ;3,58 ;2,29 ;- ;2,10 
29.Haz.11;4,16 ;2,98 ;- ;3,51 ;2,29 ;- ;2,10 
30.Haz.11;4,16 ;2,95 ;- ;3,51 ;2,29 ;- ;2,10 
5.Tem.11;4,16 ;2,95 ;- ;3,51 ;2,32 ;- ;2,13 
6.Tem.11;4,16 ;2,95 ;- ;3,55 ;2,32 ;- ;2,13 
8.Tem.11;4,23 ;2,95 ;- ;3,55 ;2,32 ;- ;2,13 
12.Tem.11;4,23 ;3,04 ;- ;3,65 ;2,39 ;- ;2,14 
15.Tem.11;4,33 ;3,04 ;- ;3,65 ;2,39 ;- ;2,14 
23.Tem.11;4,33 ;3,13 ;- ;3,73 ;2,48 ;- ;2,27 
5.Ağu.11;4,33 ;3,13 ;- ;3,73 ;2,48 ;- ;2,27 
11.Ağu.11;4,33 ;3,06 ;- ;3,66 ;2,40 ;- ;2,24 
19.Ağu.11;4,33 ;3,15 ;- ;3,73 ;2,40 ;- ;2,24 
20.Ağu.11;4,33 ;3,15 ;- ;3,73 ;2,44 ;- ;2,28 
6.Eyl.11;4,42 ;3,15 ;- ;3,73 ;2,46 ;- ;2,30 
15.Eyl.11;4,31 ;3,15 ;- ;3,73 ;2,46 ;- ;2,30 
7.Eki.11;4,26 ;3,15 ;- ;3,73 ;2,46 ;- ;2,30 
14.Eki.11;4,33 ;3,15 ;- ;3,73 ;2,55 ;- ;2,41 
18.Eki.11;4,33 ;3,15 ;- ;3,85 ;2,55 ;- ;2,41 
1.Kas.11;4,26 ;3,28 ;- ;3,77 ;2,55 ;- ;3,33 
2.Kas.11;4,26 ;3,16 ;- ;3,77 ;2,46 ;- ;3,33 
11.Kas.11;4,26 ;3,16 ;- ;3,77 ;2,55 ;- ;3,37 
12.Kas.11;4,26 ;3,26 ;- ;3,77 ;2,55 ;- ;3,37 
16.Kas.11;4,26 ;3,26 ;- ;3,85 ;2,55 ;- ;3,37 
24.Kas.11;4,26 ;3,26 ;- ;3,85 ;2,55 ;- ;3,33 
25.Kas.11;4,22 ;3,26 ;- ;3,85 ;2,55 ;- ;3,33 
3.Ara.11;4,22 ;3,26 ;- ;3,85 ;2,58 ;- ;3,33 
10.Ara.11;4,22 ;3,26 ;- ;3,85 ;2,58 ;2,27 ;3,23 
14.Ara.11;4,22 ;3,21 ;- ;3,85 ;2,58 ;2,27 ;3,23 
16.Ara.11;4,22 ;3,21 ;- ;3,78 ;2,58 ;2,27 ;3,23 
24.Ara.11;4,31 ;3,21 ;- ;3,78 ;2,58 ;2,27 ;3,23 
27.Ara.11;4,31 ;3,21 ;- ;3,78 ;2,58 ;2,27 ;2,26 
28.Ara.11;4,31 ;3,21 ;- ;3,78 ;2,74 ;2,36 ;2,32 
1.Oca.12;4,31 ;3,21 ;- ;3,78 ;2,74 ;2,36 ;2,32 
7.Oca.12;4,31 ;3,21 ;- ;3,78 ;2,83 ;2,44 ;2,32 
10.Oca.12;4,31 ;3,29 ;- ;3,86 ;2,83 ;2,44 ;2,32 
11.Oca.12;4,36 ;3,29 ;- ;3,86 ;2,83 ;2,44 ;2,32 
20.Oca.12;4,36 ;3,29 ;- ;3,86 ;2,79 ;2,39 ;2,31 
21.Oca.12;4,36 ;3,29 ;- ;3,78 ;2,79 ;2,39 ;2,31 
26.Oca.12;4,36 ;3,21 ;- ;3,78 ;2,79 ;2,39 ;2,31 
21.Şub.12;4,43 ;3,22 ;- ;3,79 ;2,79 ;2,40 ;2,23 
24.Şub.12;4,43 ;3,22 ;- ;3,86 ;2,84 ;2,50 ;2,23 
28.Şub.12;4,43 ;3,29 ;- ;3,86 ;2,84 ;2,50 ;2,23 
9.Mar.12;4,54 ;3,29 ;- ;3,86 ;2,84 ;2,50 ;2,23 
10.Mar.12;4,54 ;3,29 ;- ;3,86 ;2,91 ;2,60 ;2,25 
15.Mar.12;4,54 ;3,29 ;- ;3,98 ;2,91 ;2,60 ;2,25 
20.Mar.12;4,62 ;3,29 ;- ;3,98 ;2,91 ;2,60 ;2,25 
21.Mar.12;4,62 ;3,29 ;- ;3,98 ;2,95 ;2,62 ;2,32 
29.Mar.12;4,70 ;3,29 ;- ;3,98 ;2,95 ;2,62 ;2,32 
4.Nis.12;4,70 ;3,29 ;- ;3,98 ;2,91 ;2,62 ;2,26 
11.Nis.12;4,70 ;3,29 ;- ;3,92 ;2,91 ;2,62 ;2,26 
21.Nis.12;4,58 ;3,29 ;- ;3,92 ;2,85 ;2,53 ;2,21 
3.May.12;4,48 ;3,29 ;- ;3,92 ;2,85 ;2,53 ;2,21 
8.May.12;4,35 ;3,17 ;- ;3,77 ;2,85 ;2,53 ;2,21 
9.May.12;4,35 ;3,17 ;- ;3,78 ;2,76 ;2,45 ;2,10 
18.May.12;4,34 ;3,17 ;- ;3,77 ;2,80 ;2,47 ;2,18 
26.May.12;4,34 ;3,17 ;- ;3,77 ;2,78 ;2,45 ;2,15 
5.Haz.12;4,34 ;3,17 ;- ;3,68 ;2,78 ;2,45 ;2,15 
6.Haz.12;4,34 ;3,08 ;- ;3,68 ;2,66 ;2,34 ;2,06 
7.Haz.12;4,27 ;3,08 ;- ;3,68 ;2,66 ;2,34 ;2,06 
15.Haz.12;4,21 ;3,08 ;- ;3,68 ;2,66 ;2,34 ;2,06 
22.Haz.12;4,21 ;2,99 ;- ;3,61 ;2,66 ;2,34 ;2,06 
23.Haz.12;4,21 ;2,99 ;- ;3,61 ;2,58 ;2,24 ;1,94 
27.Haz.12;4,18 ;2,99 ;- ;3,61 ;2,58 ;2,24 ;1,94 
4.Tem.12;4,18 ;2,99 ;- ;3,61 ;2,66 ;2,33 ;1,99 
6.Tem.12;4,30 ;2,99 ;- ;3,61 ;2,66 ;2,33 ;1,99 
7.Tem.12;4,30 ;3,09 ;- ;3,71 ;2,66 ;2,33 ;1,99 
11.Tem.12;4,30 ;3,09 ;- ;3,71 ;2,72 ;2,38 ;2,03 
21.Tem.12;4,30 ;3,09 ;- ;3,81 ;2,81 ;2,47 ;2,10 
24.Tem.12;4,30 ;3,17 ;- ;3,81 ;2,81 ;2,47 ;2,10 
31.Tem.12;4,30 ;3,17 ;- ;3,78 ;2,81 ;2,47 ;2,10 
1.Ağu.12;4,39 ;3,17 ;- ;3,78 ;2,81 ;2,47 ;2,10 
11.Ağu.12;4,48 ;3,17 ;- ;3,78 ;2,76 ;2,47 ;2,10 
15.Ağu.12;4,48 ;3,25 ;- ;3,85 ;2,76 ;2,47 ;2,10 
17.Ağu.12;4,48 ;3,25 ;- ;3,85 ;2,82 ;2,53 ;2,18 
23.Ağu.12;4,59 ;3,25 ;- ;3,85 ;2,82 ;2,53 ;2,18 
24.Ağu.12;4,59 ;3,25 ;- ;3,92 ;2,82 ;2,53 ;2,18 
28.Ağu.12;4,59 ;3,32 ;- ;3,92 ;2,82 ;2,53 ;2,18 
1.Eyl.12;4,59 ;3,32 ;- ;3,92 ;2,54 ;2,53 ;2,18 
6.Eyl.12;4,59 ;3,32 ;- ;3,92 ;2,62 ;2,61 ;2,20 
19.Eyl.12;4,48 ;3,32 ;- ;3,92 ;2,62 ;2,61 ;2,20 
22.Eyl.12;4,74 ;3,53 ;- ;4,27 ;2,50 ;2,47 ;2,14 
28.Eyl.12;4,74 ;3,45 ;- ;4,27 ;2,50 ;2,47 ;2,14 
29.Eyl.12;4,82 ;3,45 ;- ;4,27 ;2,50 ;2,47 ;2,14 
12.Eki.12;4,82 ;3,56 ;- ;4,27 ;2,50 ;2,47 ;2,14 
13.Eki.12;4,90 ;3,56 ;- ;4,27 ;2,50 ;2,47 ;2,14 
17.Eki.12;4,77 ;3,56 ;- ;4,27 ;2,50 ;2,47 ;2,14 
23.Eki.12;4,77 ;3,56 ;- ;4,27 ;2,49 ;2,42 ;2,14 
24.Eki.12;4,68 ;3,45 ;- ;4,27 ;2,49 ;2,42 ;2,14 
31.Eki.12;4,68 ;3,45 ;- ;4,19 ;2,49 ;2,42 ;2,14 
1.Kas.12;4,59 ;3,45 ;- ;4,19 ;2,44 ;2,40 ;2,08 
7.Kas.12;4,59 ;3,35 ;- ;4,10 ;2,44 ;2,40 ;2,08 
10.Kas.12;4,59 ;3,35 ;- ;4,10 ;2,37 ;2,34 ;2,01 
20.Kas.12;4,59 ;3,35 ;- ;4,10 ;2,38 ;2,34 ;2,05 
21.Kas.12;4,59 ;3,45 ;- ;4,10 ;2,38 ;2,34 ;2,05 
24.Kas.12;4,59 ;3,45 ;- ;4,18 ;2,38 ;2,34 ;2,05 
11.Ara.12;4,59 ;3,36 ;- ;4,11 ;2,38 ;2,34 ;2,05 
22.Ara.12;4,65 ;3,36 ;- ;4,11 ;2,38 ;2,34 ;2,05 
1.Oca.13;4,65 ;3,36 ;- ;4,11 ;2,38 ;2,34 ;2,05 
5.Oca.13;4,65 ;3,36 ;- ;4,16 ;2,38 ;2,34 ;2,05 
10.Oca.13;4,65 ;3,36 ;- ;4,16 ;2,46 ;2,42 ;2,09 
23.Oca.13;4,65 ;3,43 ;- ;4,16 ;2,46 ;2,42 ;2,09 
24.Oca.13;4,74 ;3,43 ;- ;4,16 ;2,46 ;2,42 ;2,09 
1.Şub.13;4,84 ;3,43 ;- ;4,16 ;2,46 ;2,42 ;2,09 
6.Şub.13;4,84 ;3,43 ;- ;4,22 ;2,46 ;2,42 ;2,09 
9.Şub.13;4,84 ;3,50 ;- ;4,22 ;2,55 ;2,51 ;2,13 
26.Şub.13;4,84 ;3,50 ;- ;4,22 ;2,49 ;2,43 ;2,12 
6.Mar.13;4,75 ;3,42 ;- ;4,22 ;2,49 ;2,43 ;2,12 
9.Mar.13;4,75 ;3,42 ;- ;4,18 ;2,49 ;2,43 ;2,12 
12.Mar.13;4,75 ;3,42 ;- ;4,18 ;2,49 ;2,43 ;2,12 
20.Mar.13;4,75 ;3,42 ;- ;4,18 ;2,45 ;2,40 ;2,12 
22.Mar.13;4,75 ;3,35 ;- ;4,18 ;2,45 ;2,40 ;2,12 
9.Nis.13;4,64 ;3,35 ;- ;4,08 ;2,45 ;2,40 ;2,12 
10.Nis.13;4,64 ;3,35 ;- ;4,08 ;2,35 ;2,31 ;2,04 
11.Nis.13;4,64 ;3,35 ;4,16 ;4,08 ;2,35 ;2,31 ;2,04 
18.Nis.13;4,56 ;3,20 ;4,07 ;3,99 ;4,07 ;2,04 ;2,31 
23.Nis.13;4,56 ;3,20 ;4,07 ;3,99 ;4,07 ;2,02 ;2,31 
24.Nis.13;4,56 ;3,20 ;4,07 ;3,99 ;2,31 ;2,28 ;2,02 
7.May.13;4,56 ;3,20 ;4,07 ;3,99 ;2,37 ;2,36 ;2,06 
10.May.13;4,56 ;3,20 ;4,14 ;4,06 ;2,37 ;2,36 ;2,06 
15.May.13;4,62 ;3,20 ;4,14 ;4,06 ;2,37 ;2,36 ;2,06 
18.May.13;4,62 ;3,30 ;4,14 ;4,06 ;2,37 ;2,36 ;2,06 
22.May.13;4,73 ;3,30 ;4,14 ;4,06 ;2,37 ;2,36 ;2,06 
23.May.13;4,73 ;3,30 ;4,22 ;4,14 ;2,37 ;2,36 ;2,06 
5.Haz.13;4,73 ;3,30 ;4,22 ;4,14 ;2,38 ;2,46 ;2,13 
6.Haz.13;4,73 ;3,30 ;4,22 ;4,14 ;2,38 ;2,46 ;2,13 
11.Haz.13;4,73 ;3,39 ;4,22 ;4,14 ;2,38 ;2,46 ;2,13 
21.Haz.13;4,73 ;3,39 ;4,30 ;4,22 ;2,38 ;2,46 ;2,13 
22.Haz.13;4,73 ;3,39 ;4,30 ;4,22 ;2,40 ;2,51 ;2,17 
9.Tem.13;4,84 ;3,54 ;4,30 ;4,22 ;2,40 ;2,51 ;2,17 
11.Tem.13;4,84 ;3,54 ;4,37 ;4,29 ;2,40 ;2,51 ;2,17 
16.Tem.13;4,84 ;3,54 ;4,37 ;4,29 ;2,47 ;2,54 ;2,25 
17.Tem.13;4,92 ;3,54 ;4,37 ;4,29 ;2,47 ;2,54 ;2,25 
1.Ağu.13;4,85 ;3,54 ;4,37 ;4,29 ;2,47 ;2,54 ;2,25 
8.Ağu.13;4,82 ;3,54 ;4,33 ;4,25 ;2,47 ;2,54 ;2,25 
14.Ağu.13;4,82 ;3,54 ;4,33 ;4,25 ;2,47 ;2,54 ;2,25 
22.Ağu.13;4,82 ;3,61 ;4,41 ;4,33 ;2,47 ;2,54 ;2,25 
23.Ağu.13;4,92 ;3,61 ;4,41 ;4,33 ;2,47 ;2,54 ;2,25 
29.Ağu.13;4,92 ;3,61 ;4,41 ;4,33 ;2,58 ;2,64 ;2,33 
30.Ağu.13;5,08 ;3,72 ;4,59 ;4,51 ;2,58 ;2,64 ;2,33 
4.Eyl.13;4,95 ;3,72 ;4,59 ;4,51 ;2,58 ;2,64 ;2,33 
11.Eyl.13;4,95 ;3,72 ;4,59 ;4,51 ;2,62 ;2,68 ;2,33 
14.Eyl.13;4,83 ;3,63 ;4,59 ;4,51 ;2,62 ;2,68 ;2,33 
17.Eyl.13;4,83 ;3,63 ;4,52 ;4,44 ;2,62 ;2,68 ;2,33 
20.Eyl.13;4,83 ;3,63 ;4,44 ;4,36 ;2,53 ;2,60 ;2,29 
21.Eyl.13;4,83 ;3,53 ;4,44 ;4,36 ;2,53 ;2,60 ;2,29 
25.Eyl.13;4,75 ;3,53 ;4,44 ;4,36 ;2,53 ;2,60 ;2,29 
1.Eki.13;4,86 ;3,53 ;4,44 ;4,36 ;2,53 ;2,60 ;2,29 
3.Eki.13;4,78 ;3,53 ;4,44 ;4,36 ;2,53 ;2,60 ;2,29 
11.Eki.13;4,78 ;3,53 ;4,44 ;4,36 ;2,47 ;2,52 ;2,23 
24.Eki.13;4,78 ;3,53 ;4,44 ;4,36 ;2,47 ;2,52 ;2,23 
16.Kas.13;4,78 ;3,53 ;4,44 ;4,36 ;2,53 ;2,61 ;2,27 
28.Kas.13;4,78 ;3,60 ;4,44 ;4,36 ;2,53 ;2,61 ;2,27 
5.Ara.13;4,78 ;3,60 ;4,44 ;4,36 ;2,61 ;2,69 ;2,28 
6.Ara.13;4,89 ;3,60 ;4,44 ;4,36 ;2,61 ;2,69 ;2,28 
7.Ara.13;4,89 ;3,60 ;4,53 ;4,45 ;2,61 ;2,69 ;2,28 
14.Ara.13;4,89 ;3,60 ;4,53 ;4,45 ;2,56 ;2,65 ;2,28 
17.Ara.13;4,80 ;3,60 ;4,53 ;4,45 ;2,56 ;2,65 ;2,28 
25.Ara.13;4,94 ;3,60 ;4,53 ;4,45 ;2,56 ;2,65 ;2,28 
26.Ara.13;4,94 ;3,72 ;4,53 ;4,45 ;2,56 ;2,65 ;2,28 
27.Ara.13;4,94 ;3,72 ;4,53 ;4,45 ;2,60 ;2,66 ;2,34 
1.Oca.14;4,94 ;3,72 ;4,62 ;4,54 ;2,60 ;2,66 ;2,34 
2.Oca.14;4,94 ;3,72 ;4,62 ;4,54 ;2,60 ;2,66 ;2,34 
3.Oca.14;4,94 ;3,72 ;4,62 ;4,54 ;2,60 ;2,66 ;2,34 
11.Oca.14;4,94 ;3,72 ;4,62 ;4,54 ;2,66 ;2,75 ;2,41 
25.Oca.14;5,07 ;3,87 ;4,62 ;4,54 ;2,66 ;2,75 ;2,41 
28.Oca.14;5,07 ;3,87 ;4,62 ;4,54 ;2,79 ;2,83 ;2,54 
29.Oca.14;5,07 ;3,87 ;4,74 ;4,66 ;2,79 ;2,83 ;2,54 
30.Oca.14;5,07 ;3,87 ;4,67 ;4,59 ;2,79 ;2,83 ;2,54 
4.Şub.14;5,07 ;3,87 ;4,67 ;4,59 ;2,79 ;2,83 ;2,54 
14.Şub.14;5,07 ;3,77 ;4,67 ;4,59 ;2,79 ;2,83 ;2,54 
15.Şub.14;5,07 ;3,77 ;4,67 ;4,59 ;2,74 ;2,86 ;2,43 
20.Mar.14;5,07 ;3,77 ;4,62 ;4,57 ;2,74 ;2,87 ;2,44 
22.Mar.14;5,04 ;3,77 ;4,41 ;4,41 ;2,74 ;2,87 ;2,44 
26.Mar.14;5,07 ;3,77 ;4,43 ;4,43 ;2,74 ;2,87 ;2,44 
29.Mar.14;5,05 ;3,77 ;4,39 ;4,39 ;2,74 ;2,87 ;2,44 
2.Nis.14;5,00 ;3,77 ;4,35 ;4,35 ;2,74 ;2,87 ;2,44 
3.Nis.14;5,00 ;3,66 ;4,35 ;4,35 ;2,74 ;2,87 ;2,44 
5.Nis.14;4,96 ;3,66 ;4,31 ;4,31 ;2,74 ;2,87 ;2,44 
8.Nis.14;4,96 ;3,66 ;4,31 ;4,31 ;2,66 ;2,79 ;2,38 
9.Nis.14;4,97 ;3,66 ;4,29 ;4,29 ;2,66 ;2,79 ;2,38 
12.Nis.14;4,99 ;3,66 ;4,30 ;4,30 ;2,66 ;2,79 ;2,38 
16.Nis.14;5,04 ;3,66 ;4,34 ;4,34 ;2,66 ;2,79 ;2,38 
19.Nis.14;5,05 ;3,66 ;4,36 ;4,36 ;2,66 ;2,79 ;2,38 
23.Nis.14;5,05 ;3,66 ;4,37 ;4,37 ;2,66 ;2,79 ;2,38 
26.Nis.14;5,07 ;3,66 ;4,38 ;4,38 ;2,66 ;2,79 ;2,38 
30.Nis.14;5,02 ;3,66 ;4,34 ;4,34 ;2,66 ;2,79 ;2,38 
1.May.14;5,02 ;3,66 ;4,34 ;4,34 ;2,62 ;2,72 ;2,35 
3.May.14;4,97 ;3,66 ;4,29 ;4,29 ;2,62 ;2,72 ;2,35 
7.May.14;4,96 ;3,66 ;4,29 ;4,29 ;2,62 ;2,72 ;2,35 
10.May.14;4,90 ;3,66 ;4,27 ;4,27 ;2,62 ;2,72 ;2,35 
14.May.14;4,91 ;3,66 ;4,27 ;4,27 ;2,62 ;2,72 ;2,35 
17.May.14;4,94 ;3,66 ;4,29 ;4,29 ;2,62 ;2,72 ;2,35 
21.May.14;4,98 ;3,66 ;4,31 ;4,31 ;2,62 ;2,72 ;2,35 
22.May.14;5,01 ;3,66 ;4,43 ;4,38 ;2,62 ;2,72 ;2,35 
23.May.14;4,99 ;3,65 ;4,35 ;4,35 ;2,61 ;2,71 ;2,35 
24.May.14;4,99 ;3,65 ;4,35 ;4,35 ;2,78 ;2,78 ;2,36 
28.May.14;4,99 ;3,65 ;4,35 ;4,35 ;2,78 ;2,78 ;2,36 
31.May.14;5,00 ;3,65 ;4,35 ;4,35 ;2,78 ;2,78 ;2,36 
4.Haz.14;5,00 ;3,65 ;4,37 ;4,36 ;2,78 ;2,78 ;2,36 
7.Haz.14;5,00 ;3,59 ;4,37 ;4,36 ;2,78 ;2,78 ;2,36 
19.Haz.14;5,00 ;3,73 ;4,37 ;4,36 ;2,78 ;2,78 ;2,36 
20.Haz.14;5,11 ;3,73 ;4,49 ;4,48 ;2,78 ;2,78 ;2,36 
24.Haz.14;5,11 ;3,73 ;4,49 ;4,48 ;2,83 ;2,79 ;2,43 
26.Haz.14;5,10 ;3,73 ;4,47 ;4,46 ;2,83 ;2,79 ;2,43 
9.Tem.14;5,10 ;3,73 ;4,40 ;4,39 ;2,80 ;2,73 ;2,38 
11.Tem.14;5,10 ;3,63 ;4,40 ;4,39 ;2,80 ;2,73 ;2,38 
17.Tem.14;5,02 ;3,63 ;4,40 ;4,39 ;2,80 ;2,73 ;2,38 
18.Tem.14;5,02 ;3,63 ;4,40 ;4,39 ;2,74 ;2,66 ;2,36 
1.Ağu.14;4,98 ;3,63 ;4,41 ;4,39 ;2,74 ;2,66 ;2,36 
9.Eyl.14;4,98 ;3,63 ;4,34 ;4,32 ;2,74 ;2,66 ;2,36 
13.Eyl.14;4,90 ;3,63 ;4,34 ;4,32 ;2,74 ;2,66 ;2,36 
9.Eki.14;4,90 ;3,57 ;4,34 ;4,32 ;2,68 ;2,61 ;2,32 
11.Eki.14;4,90 ;3,57 ;4,25 ;4,23 ;2,68 ;2,61 ;2,32 
14.Eki.14;4,90 ;3,57 ;4,25 ;4,23 ;2,63 ;2,55 ;2,26 
15.Eki.14;4,80 ;3,57 ;4,25 ;4,23 ;2,63 ;2,55 ;2,26 
17.Eki.14;4,72 ;3,46 ;4,25 ;4,23 ;2,51 ;2,43 ;2,15 
22.Eki.14;4,72 ;3,46 ;4,17 ;4,15 ;2,51 ;2,43 ;2,15 
24.Eki.14;4,72 ;3,46 ;4,17 ;4,15 ;2,51 ;2,43 ;2,15 
31.Eki.14;4,72 ;3,46 ;4,17 ;4,15 ;2,51 ;2,43 ;2,15 
8.Kas.14;4,72 ;3,46 ;4,17 ;4,15 ;2,44 ;2,35 ;2,09 
18.Kas.14;4,59 ;3,46 ;4,17 ;4,15 ;2,44 ;2,35 ;2,09 
19.Kas.14;4,59 ;3,33 ;4,07 ;4,05 ;2,36 ;2,29 ;1,99 
26.Kas.14;4,56 ;3,33 ;4,05 ;4,03 ;2,34 ;2,29 ;1,99 
29.Kas.14;4,44 ;3,33 ;3,90 ;3,88 ;2,34 ;2,29 ;1,99 
2.Ara.14;4,44 ;3,20 ;3,90 ;3,88 ;2,22 ;2,18 ;1,89 
6.Ara.14;4,44 ;3,20 ;3,90 ;3,88 ;2,18 ;2,15 ;1,84 
9.Ara.14;4,37 ;3,20 ;3,90 ;3,88 ;2,18 ;2,15 ;1,84 
10.Ara.14;4,37 ;3,14 ;3,90 ;3,88 ;2,18 ;2,15 ;1,84 
12.Ara.14;4,29 ;3,14 ;3,79 ;3,77 ;2,10 ;2,09 ;1,78 
17.Ara.14;4,23 ;3,14 ;3,79 ;3,77 ;2,10 ;2,09 ;1,78 
18.Ara.14;4,23 ;3,12 ;3,79 ;3,77 ;2,10 ;2,09 ;1,78 
19.Ara.14;4,23 ;3,12 ;3,79 ;3,77 ;2,09 ;2,08 ;1,76 
25.Ara.14;4,23 ;3,12 ;3,75 ;3,73 ;2,09 ;2,08 ;1,76 
26.Ara.14;4,23 ;3,12 ;3,75 ;3,73 ;2,04 ;2,02 ;1,73 
30.Ara.14;4,23 ;3,05 ;3,75 ;3,73 ;2,04 ;2,02 ;1,73 
1.Oca.15;4,23 ;3,05 ;3,75 ;3,73 ;2,04 ;2,02 ;1,73 
3.Oca.15;4,15 ;3,05 ;3,66 ;3,64 ;1,96 ;1,95 ;1,68 
6.Oca.15;4,18 ;3,05 ;3,66 ;3,64 ;1,96 ;1,95 ;1,68 
7.Oca.15;4,13 ;3,05 ;3,66 ;3,64 ;1,96 ;1,95 ;1,68 
8.Oca.15;4,13 ;2,91 ;3,66 ;3,64 ;1,90 ;1,90 ;1,62 
9.Oca.15;4,13 ;2,91 ;3,58 ;3,56 ;1,89 ;1,89 ;1,59 
13.Oca.15;4,13 ;2,84 ;3,58 ;3,56 ;1,89 ;1,89 ;1,59 
14.Oca.15;4,08 ;2,84 ;3,58 ;3,56 ;1,89 ;1,89 ;1,59 
15.Oca.15;4,04 ;2,78 ;3,52 ;3,50 ;1,89 ;1,89 ;1,59 
16.Oca.15;4,04 ;2,78 ;3,52 ;3,50 ;1,83 ;1,85 ;1,55 
17.Oca.15;4,04 ;2,78 ;3,52 ;3,50 ;1,84 ;1,85 ;1,57 
20.Oca.15;4,10 ;2,84 ;3,58 ;3,56 ;1,84 ;1,85 ;1,57 
21.Oca.15;4,10 ;2,84 ;3,58 ;3,56 ;1,89 ;1,91 ;1,60 
30.Oca.15;4,17 ;2,84 ;3,58 ;3,56 ;1,89 ;1,91 ;1,60 
31.Oca.15;4,17 ;2,84 ;3,58 ;3,56 ;1,94 ;1,97 ;1,64 
3.Şub.15;4,17 ;2,84 ;3,64 ;3,62 ;1,94 ;1,97 ;1,64 
4.Şub.15;4,30 ;3,01 ;3,73 ;3,71 ;2,00 ;1,98 ;1,72 
5.Şub.15;4,30 ;3,06 ;3,73 ;3,71 ;2,06 ;2,03 ;1,77 
7.Şub.15;4,30 ;3,06 ;3,73 ;3,71 ;2,11 ;2,09 ;1,81 
10.Şub.15;4,30 ;3,06 ;3,83 ;3,81 ;2,11 ;2,09 ;1,81 
